Staff_ID,Staff_Type,Shift_Date,Shift_Start_Time,Shift_End_Time,Current_Assignment,Hours_Worked,Patients_Assigned,Overtime_Hours,Shift_Start_Time_Parsed,Shift_End_Time_Parsed,Shift_Duration_Hours,Flag_HoursExceedShift,Expected_OT
S469,Technician,2024-10-04,07:00 AM,06:00 PM,General Ward,10,5,3,07:00:00,18:00:00,11.0,False,2
S470,Surgeon,2024-10-12,07:00 AM,06:00 AM,ER,9,2,4,07:00:00,06:00:00,23.0,False,1
S471,Nurse,2024-10-12,07:00 AM,06:00 PM,ER,10,4,1,07:00:00,18:00:00,11.0,False,2
S472,Nurse,2024-10-09,06:00 PM,06:00 AM,ER,9,4,4,18:00:00,06:00:00,12.0,False,1
S473,Technician,2024-10-14,08:00 AM,07:00 PM,ER,11,4,0,08:00:00,19:00:00,11.0,False,3
S474,Surgeon,2024-10-27,07:00 AM,06:00 AM,General Ward,8,3,0,07:00:00,06:00:00,23.0,False,0
S475,Technician,2024-10-02,06:00 PM,06:00 PM,ER,11,3,2,18:00:00,18:00:00,0.0,True,3
S476,Nurse,2024-10-22,06:00 PM,06:00 AM,ER,10,2,0,18:00:00,06:00:00,12.0,False,2
S477,Surgeon,2024-10-09,08:00 AM,06:00 AM,ICU,11,8,3,08:00:00,06:00:00,22.0,False,3
S478,Surgeon,2024-10-09,07:00 AM,06:00 PM,General Ward,11,4,1,07:00:00,18:00:00,11.0,False,3
S479,Surgeon,2024-10-29,07:00 AM,07:00 PM,ER,11,4,0,07:00:00,19:00:00,12.0,False,3
S480,Technician,2024-10-26,08:00 AM,07:00 PM,ER,9,5,3,08:00:00,19:00:00,11.0,False,1
S481,Technician,2024-10-16,07:00 AM,06:00 AM,General Ward,10,6,4,07:00:00,06:00:00,23.0,False,2
S482,Nurse,2024-10-13,06:00 PM,06:00 PM,ER,9,6,4,18:00:00,18:00:00,0.0,True,1
S483,Surgeon,2024-10-09,06:00 PM,06:00 AM,General Ward,8,6,2,18:00:00,06:00:00,12.0,False,0
S484,Technician,2024-10-27,06:00 PM,07:00 PM,ICU,10,7,4,18:00:00,19:00:00,1.0,True,2
S485,Nurse,2024-10-21,06:00 PM,06:00 PM,General Ward,9,7,1,18:00:00,18:00:00,0.0,True,1
S486,Nurse,2024-10-10,08:00 AM,06:00 AM,General Ward,10,2,0,08:00:00,06:00:00,22.0,False,2
S487,Nurse,2024-10-13,08:00 AM,07:00 PM,ER,11,8,3,08:00:00,19:00:00,11.0,False,3
S488,Nurse,2024-10-10,08:00 AM,06:00 AM,General Ward,9,3,2,08:00:00,06:00:00,22.0,False,1
S489,Surgeon,2024-10-17,07:00 AM,06:00 AM,ICU,9,7,4,07:00:00,06:00:00,23.0,False,1
S490,Nurse,2024-10-25,08:00 AM,06:00 AM,General Ward,9,3,3,08:00:00,06:00:00,22.0,False,1
S491,Technician,2024-10-08,06:00 PM,07:00 PM,ICU,11,1,4,18:00:00,19:00:00,1.0,True,3
S492,Surgeon,2024-10-06,08:00 AM,06:00 AM,ER,10,8,0,08:00:00,06:00:00,22.0,False,2
S493,Surgeon,2024-10-29,07:00 AM,06:00 PM,ICU,10,1,2,07:00:00,18:00:00,11.0,False,2
S494,Surgeon,2024-10-26,06:00 PM,07:00 PM,General Ward,11,3,2,18:00:00,19:00:00,1.0,True,3
S495,Surgeon,2024-10-10,08:00 AM,06:00 AM,General Ward,10,9,4,08:00:00,06:00:00,22.0,False,2
S496,Nurse,2024-10-14,06:00 PM,06:00 AM,ICU,9,6,3,18:00:00,06:00:00,12.0,False,1
S497,Nurse,2024-10-06,07:00 AM,07:00 PM,ICU,9,4,2,07:00:00,19:00:00,12.0,False,1
S498,Surgeon,2024-10-16,08:00 AM,07:00 PM,General Ward,8,4,0,08:00:00,19:00:00,11.0,False,0
S499,Nurse,2024-10-22,08:00 AM,06:00 AM,General Ward,10,5,4,08:00:00,06:00:00,22.0,False,2
S500,Surgeon,2024-10-13,06:00 PM,06:00 AM,General Ward,8,5,3,18:00:00,06:00:00,12.0,False,0
